cole_nombre_establecimiento,Promedio_Puntaje_Global,cole_bilingue,cole_caracter,cole_calendario,cole_genero,cole_jornada,cole_naturaleza,cole_area_ubicacion,cole_depto_ubicacion,Decil
COLEGIO GIMNASIO SABIO CALDAS (IED),277.17391304347825,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOGOTA,8
COLEGIO GIMNASIO SANTIAGO DE CALI,263.82758620689657,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,MAGDALENA,7
COLEGIO GIMNASIO SUPERIOR,318.45454545454544,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,SANTANDER,10
COLEGIO GIMNASIO TECNOLOGICO DEL PACIFICO,212.17391304347825,N,ACADÉMICO,A,MIXTO,NOCHE,NO OFICIAL,URBANO,VALLE,1
COLEGIO GIMNASIO VERMONT,365.94871794871796,Desconocido,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,RURAL,ANTIOQUIA,10
COLEGIO GLENN DOMAN,309.16,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,10
COLEGIO GONZALO ARANGO (IED),278.93288590604027,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,8
COLEGIO GORETTI,271.9,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOLIVAR,8
COLEGIO GRAN COLOMBIANO (IED),278.2916666666667,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,8
COLEGIO GRAN MARISCAL DE AYACUCHO,290.4,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,SANTANDER,9
COLEGIO GRAN YOMASA (IED),258.1470588235294,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,6
COLEGIO GUIAS,248.63636363636363,Desconocido,ACADÉMICO,B,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,5
COLEGIO GUILLERMO CANO ISAZA (IED),250.33986928104576,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,5
COLEGIO GUILLERMO CAREY,308.0,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ATLANTICO,10
COLEGIO GUILLERMO LEON VALENCIA,275.80760095011874,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOYACA,8
COLEGIO GUILLERMO LEON VALENCIA  (IED),272.4193548387097,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,8
COLEGIO GUILLERMO LEON VALENCIA (IED),257.6459143968872,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,6
COLEGIO GUILLERMO SUÁREZ DÍAZ,290.27272727272725,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SANTANDER,9
COLEGIO GUSTAVO MORALES MORALES (IED),270.272,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,7
COLEGIO GUSTAVO RESTREPO (IED),266.3888888888889,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,7
COLEGIO GUSTAVO ROJAS PINILLA,254.75862068965517,N,ACADÉMICO,A,MIXTO,NOCHE,NO OFICIAL,URBANO,BOGOTA,6
COLEGIO HACIENDA LOS ALCAPARROS,363.8888888888889,N,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,RURAL,CUNDINAMARCA,10
COLEGIO HARVARD,253.71428571428572,N,ACADÉMICO,OTRO,MIXTO,MAÑANA,NO OFICIAL,URBANO,SANTANDER,5
COLEGIO HEBREO UNION,355.63157894736844,N,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,URBANO,ATLANTICO,10
COLEGIO HELADIA MEJIA  (IED),279.7068965517241,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,8
COLEGIO HERMANA VIRGINIA ROSSI,323.1060606060606,N,ACADÉMICO,A,FEMENINO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,10
COLEGIO HERNANDO CAICEDO,228.3846153846154,N,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,VALLE,2
COLEGIO HERNANDO DURAN DUSSAN (IED),260.82022471910113,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOGOTA,6
COLEGIO HIMALAYA H.S. -HIMALAYA SCHOOL,299.22727272727275,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,CUNDINAMARCA,9
COLEGIO HISPANO AMERICANO,248.22222222222223,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,5
COLEGIO HISPANOAMERICANO,380.64935064935065,N,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,URBANO,VALLE,10
COLEGIO HORIZONTES,243.30769230769232,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,4
COLEGIO HOWARD GARDNER,269.15384615384613,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,MAGDALENA,7
COLEGIO HUMBERTO GOMEZ NIGRINIS,260.0,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,SANTANDER,6
COLEGIO HUNZA (IED),261.16,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,6
COLEGIO IBEROAMERICANO,264.80790960451975,N,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,SANTANDER,7
COLEGIO IDEAS,281.04545454545456,N,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,URBANO,VALLE,8
COLEGIO IDPHU BILINGUE DE SANTA MARTA,337.1666666666667,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,RURAL,MAGDALENA,10
COLEGIO INCADE,240.77528089887642,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,CUNDINAMARCA,4
COLEGIO INCE,218.0,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,CUNDINAMARCA,2
COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED),269.98104265402844,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,7
COLEGIO INEM SANTIAGO PEREZ (IED),272.1378205128205,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,8
COLEGIO INETEC,230.672131147541,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOGOTA,3
COLEGIO INGLATERRA REAL,247.8,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,5
COLEGIO INGLATERRA REAL DE CHAPINERO,298.875,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,9
COLEGIO INGLES AMERICANO,271.25,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,TOLIMA,8
COLEGIO INGLES DE LOS ANDES,334.6923076923077,S,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,URBANO,VALLE,10
COLEGIO INGLES NUEVA INGLATERRA,290.4222222222222,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,CUNDINAMARCA,9
COLEGIO INMACULADA CONCEPCION,280.38,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,NARIÑO,8
COLEGIO INSCAP,242.93798449612405,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOGOTA,4
COLEGIO INSCEPIT,218.77777777777777,Desconocido,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,META,2
COLEGIO INSECOL S.A.S.,247.35135135135135,N,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,NARIÑO,5
COLEGIO INSTITUTO  BOLIVARIANO,229.95652173913044,Desconocido,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,CAUCA,3
COLEGIO INSTITUTO PEDAGÓGICO DE LA COSTA S.A.S.,252.9090909090909,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,MAGDALENA,5
COLEGIO INSTITUTO SANTIAGO DE COMPOSTELA,241.07692307692307,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOGOTA,4
COLEGIO INSTITUTO TECNICO  JUAN DEL CORRAL (IED),274.93283582089555,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,8
COLEGIO INSTITUTO TECNICO  LAUREANO GOMEZ  (IED),278.2916666666667,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,8
COLEGIO INSTITUTO TECNICO DEL CARIBE,216.86111111111111,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,MAGDALENA,1
COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED),277.05454545454546,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,8
COLEGIO INSTITUTO TECNICO DISTRITAL REPUBLICA DE GUATEMALA (IED),279.50925925925924,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,8
COLEGIO INSTITUTO TECNICO INDUSTRIAL FRANCISCO JOSE DE CALDAS  (IED),288.3985507246377,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,9
COLEGIO INSTITUTO TECNICO INDUSTRIAL PILOTO (IED),270.58181818181816,N,TÉCNICO/ACADÉMICO,A,MIXTO,NOCHE,OFICIAL,URBANO,BOGOTA,7
COLEGIO INSTITUTO TECNICO INTERNACIONAL  (IED),277.7671232876712,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,8
COLEGIO INSTITUTO TECNICO RODRIGO DE TRIANA (IED),262.92571428571426,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,7
COLEGIO INTEGRACION MODERNA,311.51162790697674,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,10
COLEGIO INTEGRAD NUESTRA SEÑORA DEL DIVINO AMOR,314.97014925373134,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,SANTANDER,10
COLEGIO INTEGRADA LA CANDELARIA (IED),260.3265306122449,N,ACADÉMICO,A,MIXTO,NOCHE,OFICIAL,URBANO,BOGOTA,6
COLEGIO INTEGRADO,232.34615384615384,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,RURAL,SANTANDER,3
COLEGIO INTEGRADO  DEL CARARE,255.57009345794393,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,6
COLEGIO INTEGRADO  LOS SANTOS,286.46153846153845,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,SANTANDER,9
COLEGIO INTEGRADO  MARIA AUXILIADORA,269.5882352941176,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,SANTANDER,7
COLEGIO INTEGRADO  PUERTO PARRA,241.1304347826087,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,4
COLEGIO INTEGRADO  SAN ANTONIO,283.4117647058824,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,SANTANDER,9
COLEGIO INTEGRADO  SAN JOSE,238.19230769230768,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,SANTANDER,3
COLEGIO INTEGRADO AGROPECUARIO SANTA RITA,255.6,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,SANTANDER,6
COLEGIO INTEGRADO ALFONSO GOMEZ GOMEZ,239.02439024390245,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,4
COLEGIO INTEGRADO AMERICANO,248.7037037037037,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,CUNDINAMARCA,5
COLEGIO INTEGRADO ANTONIO RICAURTE,242.4047619047619,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,4
COLEGIO INTEGRADO CAMACHO CARRE¿O,306.125,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,SANTANDER,10
COLEGIO INTEGRADO CAMILO TORRES,276.26190476190476,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,8
COLEGIO INTEGRADO CAMPESTRE COLOMBIA HOY,303.75,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,CUNDINAMARCA,9
COLEGIO INTEGRADO DE FONTIBON IBEP  (IED),250.56,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,5
COLEGIO INTEGRADO DIVINO NI¿O,270.0327868852459,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,SANTANDER,7
COLEGIO INTEGRADO EDUARDO CAMACHO GAMBA,273.62068965517244,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,8
COLEGIO INTEGRADO EZEQUIEL FLORIAN,269.0232558139535,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,SANTANDER,7
COLEGIO INTEGRADO GENERAL PABLO ANTONIO OBANDO,288.7,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,SANTANDER,9
COLEGIO INTEGRADO INMACULADA CONCEPCION,283.42857142857144,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,9
COLEGIO INTEGRADO JORGE ISAAC,298.41379310344826,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,SANTANDER,9
COLEGIO INTEGRADO LA GRANJA,329.0,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,SANTANDER,10
COLEGIO INTEGRADO LAS MERCEDES,265.625,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,SANTANDER,7
COLEGIO INTEGRADO LAURELES,251.78947368421052,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ANTIOQUIA,5
COLEGIO INTEGRADO LLANO GRANDE,224.0,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SANTANDER,2
COLEGIO INTEGRADO LOS ANDES  CIANDES,248.34,N,TÉCNICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,SANTANDER,5
COLEGIO INTEGRADO LUCAS CABALLERO,272.24242424242425,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SANTANDER,8
COLEGIO INTEGRADO MADRE DE LA ESPERANZA,273.1794871794872,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,8
COLEGIO INTEGRADO MESA DE JERIDAS,251.83333333333334,N,ACADÉMICO,A,MIXTO,NOCHE,OFICIAL,RURAL,SANTANDER,5
COLEGIO INTEGRADO MONSE¿OR EVARISTO BLANCO,282.6666666666667,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,SANTANDER,8
COLEGIO INTEGRADO NUESTRA SE¿ORA DE LA PAZ,242.53488372093022,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SANTANDER,4
COLEGIO INTEGRADO NUESTRA SE¿ORA DE LAS MERCEDES,280.84684684684686,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,8
COLEGIO INTEGRADO PABLO VI,283.7586206896552,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,SANTANDER,9
COLEGIO INTEGRADO PEDRO SANTOS,281.2857142857143,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,8
COLEGIO INTEGRADO RAFAEL URIBE URIBE,253.7741935483871,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,SANTANDER,5
COLEGIO INTEGRADO ROEL Y VELASCO,272.41379310344826,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,SANTANDER,8
COLEGIO INTEGRADO SIMON BOLIVAR,271.53846153846155,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,SANTANDER,8
COLEGIO INTEGRADO YARIMA,252.75,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SANTANDER,5
COLEGIO INTEGRAL,317.17857142857144,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOGOTA,10
COLEGIO INTEGRAL AVANCEMOS,281.2857142857143,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,8
COLEGIO INTEGRAL DE CAPACITACION DE SANTANDER,245.08695652173913,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,SANTANDER,4
COLEGIO INTEGRAL DE LOS ANDES,251.79577464788733,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOYACA,5
COLEGIO INTEGRAL DEL NORTE,327.3636363636364,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOLIVAR,10
COLEGIO INTEGRAL ERVID,279.3181818181818,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,8
COLEGIO INTEGRAL FEMENINO,291.0,N,ACADÉMICO,A,FEMENINO,COMPLETA,NO OFICIAL,URBANO,CUNDINAMARCA,9
COLEGIO INTERAMERICANO,219.8,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ANTIOQUIA,2
COLEGIO INTERAMERICANO DE NECHÍ  COINNE,204.12,Desconocido,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,ANTIOQUIA,1
COLEGIO INTERNACIONAL CARTAGENA   (COL INTER SCHOOL CABAÑI),347.75,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOLIVAR,10
COLEGIO INTERNACIONAL DE EDUCACION INTEGRAL - CIEDI,367.8857142857143,S,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,RURAL,BOGOTA,10
COLEGIO INTERNACIONAL LOS CAÑAVERALES,355.55555555555554,S,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,RURAL,VALLE,10
COLEGIO INTERNACIONAL SEK COLOMBIA - TRINIDAD DEL MONTE,352.375,S,ACADÉMICO,B,FEMENINO,COMPLETA,NO OFICIAL,RURAL,CUNDINAMARCA,10
COLEGIO INTERNADO SAN CARLOS,277.0,N,TÉCNICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,VALLE,8
COLEGIO ISABEL II (IED),273.2695035460993,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,8
COLEGIO ISABEL VALBUENA CIFUENTES,262.9579831932773,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,7
COLEGIO ISIDRO CABALLERO DELGADO,267.2121212121212,N,TÉCNICO,A,MIXTO,TARDE,OFICIAL,URBANO,SANTANDER,7
COLEGIO ISLA DEL SOL (IED),271.7692307692308,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,8
COLEGIO ISMAEL PERDOMO (IED),257.9039548022599,N,ACADÉMICO,A,MIXTO,NOCHE,OFICIAL,URBANO,BOGOTA,6
COLEGIO ITEC,237.05555555555554,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOGOTA,3
COLEGIO JAIME HERNANDO GARZON,290.1875,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOGOTA,9
COLEGIO JEAN PIAGET,279.2,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,8
COLEGIO JERUSALEM,269.125,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,7
COLEGIO JERÓNIMO DE AGUAYO,240.3846153846154,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,SANTANDER,4
COLEGIO JESUS DE LA BUENA ESPERANZA,306.3333333333333,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,10
COLEGIO JESUS DE LA DIVINA MISERICORDIA,264.0285714285714,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,MAGDALENA,7
COLEGIO JESUS EUCARISTIA,307.8135593220339,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOYACA,10
COLEGIO JESUS MAESTRO,277.1666666666667,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOYACA,8
COLEGIO JESUS MISERICORDIOSO,275.3125,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,8
COLEGIO JOHANNES GUTENBERG,251.38888888888889,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,5
COLEGIO JOHN F. KENNEDY (IED),266.88235294117646,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,7
COLEGIO JONATHAN SWIFT,316.4761904761905,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,10
COLEGIO JORDAN DE SAJONIA,321.1,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,10
COLEGIO JORGE ELIECER GAITAN,238.89473684210526,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,CUNDINAMARCA,4
COLEGIO JORGE ELIECER GAITAN  (IED),287.5764705882353,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,9
COLEGIO JORGE GAITAN CORTES (IED),269.90909090909093,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,7
COLEGIO JORGE ISAACS,280.3666666666667,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,CUNDINAMARCA,8
COLEGIO JORGE SOTO DEL CORRAL (IED),231.9787234042553,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,3
COLEGIO JORGE WASHINGTON,363.3265306122449,S,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOLIVAR,10
COLEGIO JOSE A. MORALES,253.22727272727272,N,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,SANTANDER,5
COLEGIO JOSE ACEVEDO Y GOMEZ (IED),267.28,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,7
COLEGIO JOSE ANTONIO BELTRAN,242.0625,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SANTANDER,4
COLEGIO JOSE ANTONIO GALAN (IED),259.62698412698415,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,6
COLEGIO JOSE ASUNCION SILVA (IED),283.3333333333333,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,9
COLEGIO JOSE DE FERRO,283.3333333333333,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,SANTANDER,9
COLEGIO JOSE FELIX RESTREPO (IED),256.20622568093387,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,6
COLEGIO JOSE IGNACIO ZABALA,264.72727272727275,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,SANTANDER,7
COLEGIO JOSE JAIME ROJAS (IED),237.89795918367346,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,3
COLEGIO JOSE JOAQUIN CASAS (IED),273.4,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,8
COLEGIO JOSE JOAQUIN CASTRO MARTINEZ (IED),251.97260273972603,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,5
COLEGIO JOSE MANUEL RESTREPO (IED),269.953125,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,7
COLEGIO JOSE MARIA BERRIO,346.0,N,ACADÉMICO,A,MASCULINO,COMPLETA,NO OFICIAL,RURAL,ANTIOQUIA,10
COLEGIO JOSE MARIA CARBONELL (IED),251.0487804878049,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,5
COLEGIO JOSE MARIA VARGAS VILA (IED),240.3972602739726,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,4
COLEGIO JOSE MARTI (IED),252.70422535211267,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,5
COLEGIO JOSÉ FRANCISCO SOCARRÁS (IED),256.06284153005464,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,6
COLEGIO JOSÉ MARÍA GARCÍA TOLEDO,265.55555555555554,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOLIVAR,7
COLEGIO JUAN BERNARDONE,271.22727272727275,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ANTIOQUIA,8
COLEGIO JUAN CRISTOBAL  MARTINEZ,277.781746031746,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,8
COLEGIO JUAN EVANGELISTA GOMEZ (IED),248.83177570093457,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,5
COLEGIO JUAN FRANCISCO BERBEO (IED),271.51785714285717,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,8
COLEGIO JUAN JOSE RONDON,297.11764705882354,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,SANTANDER,9
COLEGIO JUAN LOZANO Y LOZANO (IED),259.41346153846155,N,ACADÉMICO,A,MIXTO,NOCHE,OFICIAL,URBANO,BOGOTA,6
COLEGIO JUAN LUIS LONDOÑO (IED),277.52941176470586,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOGOTA,8
COLEGIO JUAN PABLO II,252.0793650793651,N,ACADÉMICO,A,MIXTO,NOCHE,OFICIAL,RURAL,SANTANDER,5
COLEGIO JUAN REY (IED),257.56410256410254,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,6
